"Name","Year","origin"
"svetlana yevgenyevna feofanova",2000,"Slawic"
"amir hassan ferdous",1952,"Persian"
"ali fergani",1980,"Arabic"
"abdel wahab ferguene",1984,"Arabic"
"houari ferhani",2016,"Arabic"
"fares alferjani",2016,"Arabic"
"mohamed ayoub alferjani",2016,"Arabic"
"matea ferk",2006,"Balkans"
"peroslav ferkovi",1924,"Balkans"
"lawrence lawrie fernandes",1948,"India"
"lorraine fernandes",1980,"India"
"peter paul fernandes",1936,"India"
"adriana fernndez miranda",1996,"Hispanic"
"alejandro alex fernndez",1996,"Hispanic"
"armando fernndez alatorre",1972,"Hispanic"
"armando fernndez garca",1992,"Hispanic"
"calvin ronnie fernandez",1996,"SouthEastAsia"
"ernesto fernndez",1968,"Hispanic"
"federico carlos fernndez senderos",2004,"Hispanic"
"filiberto fernndez daz",1996,"Hispanic"
"justo fernndez",1976,"Hispanic"
"manuel fernndez pazcka",1968,"Hispanic"
"ral fernndez robert",1936,"Hispanic"
"zeno fernndez dacosta",1968,"Hispanic"
"merwyn fernandis",1980,"India"
"gavin ferreira",1996,"India"
"arturo ferrer",1984,"Hispanic"
"jos ramn ferrer cruz",1992,"Hispanic"
"ivan viktorovich fesenko",2006,"Slawic"
"serhiy serhiyovych fesenko",2000,"Slawic"
"rostyslav ihorovych feshchuk",2010,"Slawic"
"sergey vasilyevich fesikov",2008,"Slawic"
"slaheddine alfessi",1988,"Arabic"
"andrey sergeyevich fetisov",2000,"Slawic"
"irina andreyevna fetisova",2016,"Slawic"
"salah fettouh",1972,"Arabic"
"driss fettouhi",2012,"Arabic"
"aslanbek fidarov",1996,"Slawic"
"gary verdon fidelis",1992,"SouthEastAsia"
"carlos eduardo fierro guerrero",2016,"Hispanic"
"efrn fierro manly",1952,"Hispanic"
"eliane fierro",1988,"Hispanic"
"tania fierro",1988,"Hispanic"
"arturo figueroa morales",1972,"Hispanic"
"fernando figueroa rodrguez",1948,"Hispanic"
"nsal fikirci",1960,"Turkey"
"mohamed amin fikry",1964,"Arabic"
"altayeb filali",2012,"Arabic"
"yevheniya filanenko",1998,"Slawic"
"pavel filatov",1912,"Slawic"
"andrey vladimirovich filichkin",1994,"Slawic"
"sergey yuryevich filimonov",1996,"Slawic"
"lyudmila anatolyevna filimonova",1996,"Slawic"
"aleksey vladimirovich filipets",2000,"Slawic"
"duan filipovi",1972,"Balkans"
"filip filipovi",2008,"Balkans"
"nenad filipovi",2008,"Balkans"
"aleksandr ivanovich filippov",1912,"Slawic"
"dmitry rudolfovich filippov",1996,"Slawic"
"sergey pavlovich filippov",1912,"Slawic"
"vasily viktorovich filippov",2008,"Slawic"
"svetlana vyacheslavovna filippova",2008,"Slawic"
"yelena petrovna filippova",2008,"Slawic"
"nasserredine fillali",2004,"Arabic"
"dennis filmer",1964,"SouthEastAsia"
"tetiana anatolivna filoniuk",2008,"Slawic"
"enrique filoteo ruiz",1968,"Hispanic"
"cristina finksisniega smith",1988,"Hispanic"
"michelle finn",2016,"AngloSaxon"
"cormac finnerty",1996,"AngloSaxon"
"adrianti firdasari",2012,"SouthEastAsia"
"kamran gholam reza firouzpour",1976,"Persian"
"tatyana pavlovna firova",2004,"Slawic"
"antun fier fischer",1936,"Balkans"
"eamonn fitzgerald",1932,"AngloSaxon"
"paul fitzgerald",1984,"AngloSaxon"
"rory fitzpatrick",2004,"AngloSaxon"
"tom fitzpatrick",2004,"AngloSaxon"
"patrick pat fitzsimmons",1964,"AngloSaxon"
"hrvoje fiuleto",1984,"Balkans"
"hassan fkiri",2000,"Arabic"
"matthew matt flanagan",1928,"AngloSaxon"
"scott flanigan",2012,"AngloSaxon"
"nika fleiss",2002,"Balkans"
"sergey flerko",1996,"Slawic"
"mohamed flissi",2012,"Arabic"
"laurence james larry flood",1932,"AngloSaxon"
"ariel mauricio flores gmez",2008,"Hispanic"
"brenda eunice flores muoz",2016,"Hispanic"
"galdino flores valles",1968,"Hispanic"
"horacio flores flores",1972,"Hispanic"
"jess luis flores",1996,"Hispanic"
"jess flores alba",1932,"Hispanic"
"jorge r flores",1976,"Hispanic"
"juan flores",1960,"Hispanic"
"mario ivn flores hernndez",2004,"Hispanic"
"rodolfo flores garca",1956,"Hispanic"
"eduardo m florez",1964,"Hispanic"
"jim flynn",1948,"AngloSaxon"
"raymond patrick ray flynn",1980,"AngloSaxon"
"richard flynn",1976,"AngloSaxon"
"ura foi",1968,"Balkans"
"alina yanivna fodorova",2016,"Slawic"
"sangwan foengdee",1976,"SouthEastAsia"
"vitaly vitalyevich fokeyev",2004,"Slawic"
"nataliya viktorivna fokinasemenova",2004,"Slawic"
"cormac folan",2008,"AngloSaxon"
"matthew folan",1972,"AngloSaxon"
"kieran foley",1984,"AngloSaxon"
"thomas thos foley",2006,"AngloSaxon"
"viktoriya fomenko",1996,"Slawic"
"yuliya fomenko",2000,"Slawic"
"konstantin nikolayevich fomichev",2004,"Slawic"
"andriy mykolaiovych fomin",2002,"Slawic"
"margarita mikhaylovna fomina",2010,"Slawic"
"oleksandra fomina",1996,"Slawic"
"aleksandr aleksandrovich fominov",2012,"Slawic"
"foo keat seong",1984,"SouthEastAsia"
"foo kok keong",1992,"SouthEastAsia"
"peter foran",1948,"AngloSaxon"
"miroslav forte",1936,"Balkans"
"david foster",1984,"AngloSaxon"
"hugh morrison morris foster",1968,"AngloSaxon"
"tarek fouad muhammad kamil ayad",2012,"Arabic"
"ahmed sherif fouad aboulkheir",1972,"Arabic"
"fakhredin fouad aldien gor",1992,"Arabic"
"abdel hamid fouad gad",1972,"Arabic"
"ral foullon",1972,"Hispanic"
"ignacio fragoso galindo",1992,"Hispanic"
"javier gonzalo fragoso rodrguez",1964,"Hispanic"
"igor franceti",2000,"Balkans"
"john william francis",1988,"India"
"ranganathan francis",1948,"India"
"jasminka francki",1992,"Balkans"
"procopio franco hernndez",2004,"Hispanic"
"radojka francoti",1972,"Balkans"
"kristina frani elez",2012,"Balkans"
"lovrenco franievi",2000,"Balkans"
"tomislav franjkovi",1956,"Balkans"
"jure franko",1980,"Balkans"
"nikola frankovi",2004,"Balkans"
"tihomir frankovi",1996,"Balkans"
"valner frankovi",1996,"Balkans"
"aleksey alekseyevich frantsuzov",1996,"Slawic"
"manuel frederick",1972,"India"
"harry freemanjackson",1952,"AngloSaxon"
"uro frojnd freund",1928,"Balkans"
"ivan ivica frgi",1976,"Balkans"
"jorge frias",1976,"Hispanic"
"vitaly valeryevich fridzon",2008,"Slawic"
"roberto friedrich",1964,"Hispanic"
"kristijan fris",2008,"Balkans"
"franjo frelih frhlich",1928,"Balkans"
"aleksandr aleksandrovich frolov",2006,"Slawic"
"ilya mikhaylovich frolov",2008,"Slawic"
"serhiy anatoliyovych frolov",2012,"Slawic"
"vladislav yuryevich frolov",2008,"Slawic"
"aleksey mikhaylovich frosin",2000,"Slawic"
"fu baolu",1936,"China"
"fu baorong",2004,"China"
"fu chunyan",2010,"China"
"fu mingxia",1992,"China"
"fu shengjun",1992,"China"
"fu tianyu",2006,"China"
"fu yong",2000,"China"
"fu yuanhui",2012,"China"
"fu yuling",1996,"China"
"masumi fuchise",2012,"Japan"
"miguel fuentes miranda",1968,"Hispanic"
"rosa fuentes",1984,"Hispanic"
"seiji fujie",1964,"Japan"
"hiroki fujiharu",2016,"Japan"
"izumi fujii",1988,"Japan"
"kooyu fujii",1932,"Japan"
"raika fujii",1996,"Japan"
"tadamitsu fujii",1980,"Japan"
"takuro fujii",2008,"Japan"
"yasuko fujii",1968,"Japan"
"yumiko fujii",2000,"Japan"
"kyuji fujikawa",2008,"Japan"
"ryoji fujiki",1976,"Japan"
"sonosuke fujimaki",1960,"Japan"
"michiyo fujimaru",2004,"Japan"
"kenji fujimitsu",2016,"Japan"
"hiromasa fujimori",2016,"Japan"
"koshi fujimori",1984,"Japan"
"yuka fujimori",2006,"Japan"
"atsushi fujimoto",2004,"Japan"
"hideo fujimoto",1968,"Japan"
"moeko fujimoto",2014,"Japan"
"motoko fujimoto",2008,"Japan"
"nana fujimoto",2014,"Japan"
"ryoko fujimoto",1992,"Japan"
"shigenobu fujimoto",1960,"Japan"
"shun fujimoto",1976,"Japan"
"takahiro fujimoto",2006,"Japan"
"takahiro fujimoto",1988,"Japan"
"tatsuo fujimoto",1960,"Japan"
"yoko fujimoto utida",1964,"Japan"
"yoshiko fujimoto",1996,"Japan"
"yuji fujimoto",1992,"Japan"
"yutaka fujimoto",1976,"Japan"
"kazu fujimura",1972,"Japan"
"shoko fujimura",2014,"Japan"
"tsutomu fujimura",2012,"Japan"
"kenji fujinaka",1976,"Japan"
"maiko fujino",2008,"Japan"
"tomokazu fujino",1992,"Japan"
"tsuyoshi fujino",1992,"Japan"
"isamu fujisawa",2012,"Japan"
"ryoichi fujisawa",1952,"Japan"
"takashi fujisawa",1964,"Japan"
"yoshinobu fujishima",1960,"Japan"
"sueo fujishiro",1976,"Japan"
"akira fujita",1932,"Japan"
"etsuji fujita",1984,"Japan"
"kenichi fujita",2000,"Japan"
"kiyoshi ryan fujita",1998,"Japan"
"kozo fujita",1992,"Japan"
"manabu fujita",1956,"Japan"
"reiko fujita",1992,"Japan"
"ryuji fujita",1936,"Japan"
"sachiko fujita",1988,"Japan"
"tatsuzo fujita",1932,"Japan"
"tokuaki fujita",1964,"Japan"
"yoshihiro fujita",1984,"Japan"
"arata fujiwara",2012,"Japan"
"hiroyuki fujiwara",1960,"Japan"
"kazuno fujiwara",1984,"Japan"
"shigeo fujiwara",1932,"Japan"
"shiho fujiwara",1998,"Japan"
"takumi fujiwara",1984,"Japan"
"yasuharu fujiwara",1992,"Japan"
"yoshihide fukao",1972,"Japan"
"natsuki fukase",2012,"Japan"
"sakuichi fukazawa",1932,"Japan"
"yoko fukazawa",1992,"Japan"
"ikuko fukita",1996,"Japan"
"masahiko fukube",1988,"Japan"
"akiko fukuda",1960,"Japan"
"hiroshi fukuda",1964,"Japan"
"kaoru fukuda",1980,"Japan"
"kiyoko fukuda",1992,"Japan"
"koji fukuda",1960,"Japan"
"masanosuke fukuda",1924,"Japan"
"masaya fukuda",1968,"Japan"
"nobuko fukuda",2002,"Japan"
"tokio fukuda",1936,"Japan"
"kosuke fukudome",1996,"Japan"
"ai fukuhara",2004,"Japan"
"hirotsugu fukuhara",1964,"Japan"
"miwa fukuhara",1960,"Japan"
"yoshiharu fukuhara",1964,"Japan"
"hideo fukui",2000,"Japan"
"makoto fukui",1960,"Japan"
"mieko fukui",1976,"Japan"
"toshio fukui",1968,"Japan"
"toshi fukumasu",1968,"Japan"
"tomoko fukumi",2012,"Japan"
"hisayo fukumitsu",1984,"Japan"
"atsumi fukumoto",2012,"Japan"
"miho fukumoto",2008,"Japan"
"toshio fukumoto",1984,"Japan"
"sachiko fukunaka",1968,"Japan"
"haruna fukuoka",2008,"Japan"
"kenki fukuoka",2016,"Japan"
"katsumi fukura",1976,"Japan"
"kayoko fukushi",2004,"Japan"
"chisato fukushima",2008,"Japan"
"daisuke fukushima",2016,"Japan"
"noriko fukushima",2010,"Japan"
"shigeo fukushima",1964,"Japan"
"tadashi fukushima",1968,"Japan"
"yoshihide fukutome",1964,"Japan"
"shusei fukuzato",1984,"Japan"
"tatsuya fukuzawa",2008,"Japan"
"christine fulcher",1972,"AngloSaxon"
"vlado fumi",1976,"Balkans"
"teruo funai",1964,"Japan"
"kazuyoshi funaki",1998,"Japan"
"mitsuyuki funamizu",1960,"Japan"
"yuji funayama",1980,"Japan"
"draen funtak",1996,"Balkans"
"duan furlan",1952,"Balkans"
"yelena mikhaylovna furman",2016,"Slawic"
"yasumasa furo",1988,"Japan"
"akiko furu",2000,"Japan"
"hironoshin furuhashi",1952,"Japan"
"terushi furuhashi",1988,"Japan"
"makiko furukawa",1972,"Japan"
"masaru furukawa",1956,"Japan"
"ryusei furukawa",1932,"Japan"
"takaharu furukawa",2004,"Japan"
"toshimasa furukawa",1972,"Japan"
"yasushi furukawa",1984,"Japan"
"yoshio furukawa",1956,"Japan"
"midori furusawa",1998,"Japan"
"jihei furusho",1936,"Japan"
"tsuneko furuta",1936,"Japan"
"yasuharu furuta",1936,"Japan"
"kenichi furuya",1936,"Japan"
"ichiro furuyama",1928,"Japan"
"yukio furuyama",1956,"Japan"
"shoko fusano",1984,"Japan"
"masaru fuse",1996,"Japan"
"chikako fushimi",2006,"Japan"
"toshiaki fushimi",2004,"Japan"
"hiroki fuwa",1984,"Japan"
"sergey viktorovich fyodorov",1998,"Slawic"
"stepan valeryevich fyodorov",2010,"Slawic"
"olga olegovna fyodorovastulneva",2004,"Slawic"
"tatyana fyodorovich",2008,"Slawic"
"ali athar hassan ally fyzee",1924,"India"
"mohamed gabal",2008,"Arabic"
"teymuraz beysikovich gabashvili",2016,"Slawic"
"karam mohamed gaber ibrahim",2004,"Arabic"
"mohamed gaber",1972,"Arabic"
"omar mahmud sayyid gaber",2012,"Arabic"
"metod gabrek",1936,"Balkans"
"hassen algabsi",1996,"Arabic"
"anita gae",2012,"Balkans"
"andrej gaina",2008,"Balkans"
"ahmed gad",2008,"Arabic"
"akel gadallah khafaga",1992,"Arabic"
"khalid ali gadallah elsayed gadallah elsayed shehala",1984,"Arabic"
"alim shalauatovich gadanov",2008,"Slawic"
"gadasu alatan",2004,"China"
"youssef gaddour",2012,"Arabic"
"abdusalam mamatkhanovich gadisov",2012,"Slawic"
"rizvan sabibullayevich gadzhiyev",2008,"Slawic"
"anton ildusovich gafarov",2014,"Slawic"
"kamilla yusufovna gafurzyanova vaksman",2012,"Slawic"
"dragan gagi",1960,"Balkans"
"gai zhiwu",1984,"China"
"gabriela gaja cover",1992,"Hispanic"
"pavitr gajaseni",1968,"SouthEastAsia"
"svetlana galante",1996,"Slawic"
"aleksandr nikolayevich galchenyuk",1998,"Slawic"
"anton joe gale",1964,"Balkans"
"habib galhia",1964,"Arabic"
"joseph deville thomas joe galibardy",1936,"India"
"anita gali",2004,"Balkans"
"dominik gali",1996,"Balkans"
"milan gali",1960,"Balkans"
"zita galic",1988,"Balkans"
"rudolf galin",1952,"Balkans"
"aarn galindo rubio",2004,"Hispanic"
"francisco galindo chvez",1948,"Hispanic"
"mara theresa galindo mata",2000,"Hispanic"
"margarita viktorovna rita galinovskaya",1996,"Slawic"
"yekaterina viktorovna galitskaya",2012,"Slawic"
"arko galjani",2002,"Balkans"
"anton sergeyevich galkin",2004,"Slawic"
"lyubov vladimirovna galkina",2000,"Slawic"
"lyudmila ivanovna galkina",1996,"Slawic"
"yekaterina aleksandrovna galkina",2016,"Slawic"
"yekaterina vladimirovna galkina",2006,"Slawic"
"deirdre gallagher",1996,"AngloSaxon"
"zoran galovi",1988,"Balkans"
"gleb sergeyevich galperin",2004,"Slawic"
"arsen zhorayevich galstyan",2012,"Slawic"
"nataliya grigoryevna natasha galushko",1996,"Slawic"
"vinko galui",1976,"Balkans"
"jos david galvn martnez",2000,"Hispanic"
"miguel galvn mea",1964,"Hispanic"
"mohamed ezzeldin gamal",1928,"Arabic"
"mohamed gamaleldin",2004,"Arabic"
"federico alfredo gamboa",1932,"Hispanic"
"ashraf gamil",1964,"Arabic"
"mahmoud fouad elgamil",1924,"Arabic"
"zahra gamir",2000,"Arabic"
"mohamad tlili ben abdallah gammoudi",1964,"Arabic"
"seimei gamo",1976,"Japan"
"yekaterina aleksandrovna gamova",2000,"Slawic"
"dzhavid shakirovich gamzatov",2016,"Slawic"
"heidi gan",2012,"SouthEastAsia"
"prameela gudandda ganapathy aiyappa",2000,"India"
"renal ramilevich ganeyev",2004,"Slawic"
"vera aleksandrovna ganeyeva karmishina",2012,"Slawic"
"abdel kader gangani",1960,"Arabic"
"svetlana grigoryevna ganina",2004,"Slawic"
"patrick pat gannon",1980,"AngloSaxon"
"isoup ganthy",1956,"SouthEastAsia"
"stepan sergeyevich ganzey",2004,"Slawic"
"gao ao",2008,"China"
"gao beibei",1996,"China"
"gao chang",2004,"China"
"gao chen",2016,"China"
"gao e",1988,"China"
"gao erwei",1992,"China"
"gao feng",2004,"China"
"gao fujin",2010,"China"
"gao han",1992,"China"
"gao hong",1996,"China"
"gao hongmiao",1996,"China"
"gao hongying",1996,"China"
"gao jing",2000,"China"
"gao lei",2016,"China"
"gao lihua",2004,"China"
"gao lin",2008,"China"
"gao lin",1992,"China"
"gao ludong",1984,"China"
"gao min",1988,"China"
"gao min",2008,"China"
"gao sheng",1988,"China"
"gao shuying",2000,"China"
"gao song",2012,"China"
"gao wenhe",1984,"China"
"gao xinglong",2016,"China"
"gao xiumin",1984,"China"
"gao xuefeng",2006,"China"
"gao yang",2016,"China"
"gao yang",2002,"China"
"gao yanhua",2004,"China"
"gao yi",2004,"China"
"gao yulan",2008,"China"
"alfredo gaona",1928,"Hispanic"
"nataliya vladimirovna gaponovich",2004,"Slawic"
"almahdi gara",2004,"Arabic"
"yevgeny aleksandrovich garanichev",2014,"Slawic"
"yuliya ravilyevna garayeva",1996,"Slawic"
"denis olegovich garazha",2012,"Slawic"
"sergey nikolayevich garbuzov",1996,"Slawic"
"carlos a garces",1924,"Hispanic"
"carlos garcs",1928,"Hispanic"
"jos e garces",1984,"Hispanic"
"vctor m garcs",1984,"Hispanic"
"alberto garca castillo",1972,"Hispanic"
"alfonso garca",1928,"Hispanic"
"alvaro garca taboada",1936,"Hispanic"
"antonio garca abaunza",1936,"Hispanic"
"arturo garca tapia",1968,"Hispanic"
"arturo garca cruz",1992,"Hispanic"
"blanca garca",1968,"Hispanic"
"carlos garca cuevas",1976,"Hispanic"
"daniel garca crdova",1992,"Hispanic"
"diego garca",1984,"Hispanic"
"diego garca de len",2012,"Hispanic"
"elsa garca rodrguez blancas",2012,"Hispanic"
"enrique garca bustillos",1968,"Hispanic"
"fausto daniel garca navarro",1984,"Hispanic"
"francisco garca moreno",1968,"Hispanic"
"guillermo garca castillo",1972,"Hispanic"
"guillermo garca ceballos",1968,"Hispanic"
"ivn alejandro garca navarro",2012,"Hispanic"
"jess garca arenas",1976,"Hispanic"
"jos garca gaspar",1968,"Hispanic"
"jos rafael garca torres",1996,"Hispanic"
"jos de jess garca",1988,"Hispanic"
"juan francisco garca guerrero",1972,"Hispanic"
"juan manuel garca moreno",1968,"Hispanic"
"juan pablo garca contreras",2004,"Hispanic"
"luis garca postigo",1996,"Hispanic"
"luis miguel garca delgado",1988,"Hispanic"
"martha aurora garca mayo",1992,"Hispanic"
"mayra aide garca lpez",2004,"Hispanic"
"patricia garca pureco",1972,"Hispanic"
"ral garca mndez",1968,"Hispanic"
"ricardo cervantes garca rojas",1948,"Hispanic"
"ricardo garca peralta",1952,"Hispanic"
"salvador garca snchez",1972,"Hispanic"
"vctor manuel garca moreno",1972,"Hispanic"
"damian gardiner",1996,"AngloSaxon"
"eduardo garduo gmez",1948,"Hispanic"
"emin nadirovich garibov",2012,"Slawic"
"amar garibovi",2010,"Balkans"
"mohamed ryad garidi",2008,"Arabic"
"zulfiya raifovna garipova",1996,"Slawic"
"pablo garrido lugo",1968,"Hispanic"
"franc franjo gartner",1936,"Balkans"
"alejandra garza garza",2016,"Hispanic"
"federico garza santos",1984,"Hispanic"
"rafael garza gutirrez",1928,"Hispanic"
"irina vladimirovna gashennikova",2002,"Slawic"
"renato gapar",1998,"Balkans"
"uro gapar",1924,"Balkans"
"zdenka gapara",1968,"Balkans"
"viktoriya stepanovna gasper",2008,"Slawic"
"miran gaperi",1976,"Balkans"
"ruslan miragayevich gasymov",2008,"Slawic"
"michael anthony gateley",1928,"India"
"khadzhimurat soltanovich gatsalov",2004,"Slawic"
"soslan magometovich gattsiyev",2012,"Slawic"
"albert aleksandrovich gaun",2016,"Slawic"
"anglica gavaldn loaiza verdieck",1992,"Hispanic"
"anna vitalyevna gavrilenko",2008,"Slawic"
"iya viktorovna gavrilova",2006,"Slawic"
"yuliya petrovna gavrilova",2012,"Slawic"
"sanja gavrilovi",2004,"Balkans"
"aleksey viktorovich gavrilovich",2012,"Slawic"
"alejandro gaxiola robles",1960,"Hispanic"
"juan lvaro jos gaxiola robles",1960,"Hispanic"
"hilda gaxiola alvrez",2000,"Hispanic"
"gaydarbek abdulayevich gaydarbekov",2000,"Slawic"
"murad zayrudinovich gaydarov",2004,"Slawic"
"olga anatolyevna gayeva",2004,"Slawic"
"pyotr gayevsky",1912,"Slawic"
"mete gazoz",2016,"Turkey"
"joe gazvoda",1968,"Balkans"
"antun tonko gazzari",1936,"Balkans"
"ge jianqing",1988,"China"
"ge manqi",2016,"China"
"ge ping",1984,"China"
"ge weiqing",2008,"China"
"nuttapong gedin",2012,"SouthEastAsia"
"kazim gedik",1960,"Turkey"
"aniuar borisovich geduyev",2016,"Slawic"
"sathi geetha",2004,"India"
"mohamed ahmed geisa",1936,"Arabic"
"nataliya nikolayevna gelakh",2000,"Slawic"
"rusena gelanteh",1992,"SouthEastAsia"
"hasan gemici",1952,"Turkey"
"mustafa gen",1984,"Turkey"
"necmi genalp",1988,"Turkey"
"ali genay",1924,"Turkey"
"ahmed kadry genena",1964,"Arabic"
"olga nikolayevna generalova",2004,"Slawic"
"geng hongbin",2004,"China"
"yanic arno gentry torfer",2016,"Hispanic"
"blagoja georgievski",1972,"Balkans"
"esteban gerard contreras",1968,"Hispanic"
"marcos gerard jolly",1968,"Hispanic"
"andrs gerard contreras",1968,"Hispanic"
"andrey aleksandrovich gerashchenko",2008,"Slawic"
"dmitrj gerasimenko",2012,"Balkans"
"aleksandra viktorovna gerasimenya",2008,"Slawic"
"aleksandr georgiyevich gerasimov",2000,"Slawic"
"pavel aleksandrovich gerasimov",2000,"Slawic"
"irina aleksandrovna gerasimyonok",1996,"Slawic"
"vida gerbec",1948,"Balkans"
"olga gerepuli",1960,"Balkans"
"vyacheslav mikhaylovich german",1996,"Slawic"
"daniel gevargiz nejad",1968,"Persian"
"juliette geverkof guevrekian",1964,"Persian"
"hassine ghada",2012,"Arabic"
"masoud ghadimi",1988,"Persian"
"behzad ghaedi bardeh",1976,"Persian"
"farhad ghaemi",2016,"Persian"
"ali ghaffari",1948,"Persian"
"amir ghafour",2016,"Persian"
"mohammad hossein ghafourizadeh",1964,"Persian"
"seifollah ghaleb",1952,"Arabic"
"pezhman ghalehnoei",2016,"Persian"
"khosrow ghamari",1992,"Persian"
"suppiah suria ghandi",1992,"SouthEastAsia"
"riadh ghandri",1996,"Arabic"
"ahmed abdelhalim ghanem",1984,"Arabic"
"ali gharbi",1976,"Arabic"
"ali gharbi",1972,"Arabic"
"alhedi algharbi",2016,"Arabic"
"mahmoud algharbi",2012,"Arabic"
"senda algharbi",1988,"Arabic"
"samir ahmed gharbo",1948,"Arabic"
"fethi ghariani",1988,"Arabic"
"jaouad gharib",2004,"Arabic"
"shawki gharib bayoumi abdulaal",1984,"Arabic"
"faycal gharzouli",1992,"Arabic"
"komeil nemat ghasemi",2012,"Persian"
"reza ghasemi",2012,"Persian"
"amin ghasemipour",2012,"Persian"
"nadimi ghasre dashti",1964,"Persian"
"gholam reza khala ghassab",1976,"Persian"
"ismael mahmoud ghassab",1984,"Arabic"
"ebrahim ghassempour",1976,"Persian"
"poulomi ghatak",2000,"India"
"faten ghattas",1984,"Arabic"
"majed aldin tarad ghazal aldin",2008,"Arabic"
"vazik ghazarian",1960,"Persian"
"mannad ghazi ibrahim shehata zeid",2012,"Arabic"
"houshang ghazvini",1976,"Persian"
"tamim ghazy",2008,"Arabic"
"richard gheel",1988,"AngloSaxon"
"francis peter frank ghent",1924,"AngloSaxon"
"rabah gherbi",1996,"Arabic"
"magdy gheriani",1952,"Arabic"
"chaker ghezal",2004,"Arabic"
"teymour ali ghiassi",1972,"Persian"
"omar ghizlat",1968,"Arabic"
"mira ghniem",1996,"Arabic"
"kaies biu bannour ghodhbane",1996,"Arabic"
"adel gholami",2016,"Persian"
"kazem gholami",1992,"Persian"
"amir ghomi",1996,"Persian"
"hossein ghomi",2008,"Persian"
"javad ghorab",1972,"Persian"
"mehdi ghorbani",2008,"Persian"
"mohammad ghorbani",1968,"Persian"
"sujay jashiwant ghorpade",1988,"India"
"nilima ghose",1952,"India"
"mohon lal ghosh",1964,"India"
"soumyajit ghosh",2012,"India"
"hatem ghoula",1996,"Arabic"
"ayoub pourtaghi ghoushchi",1996,"Persian"
"mohamed ouamar ghrib",1980,"Arabic"
"habiba alghribiboudra",2008,"Arabic"
"abdullah kanbar sabt ghulam",1992,"Arabic"
"mokhtar ghyaza",2012,"Arabic"
"parkash gian",1960,"India"
"apollon adolfovich giber von greifenfels",1912,"Slawic"
"chantal zita gibney",2000,"AngloSaxon"
"edmond gibney",2004,"AngloSaxon"
"edmondo vittorio gigante",1948,"AngloSaxon"
"franjo joa giler giller",1928,"Balkans"
"harpreet gill",1980,"India"
"david gillick",2008,"AngloSaxon"
"frederick freddie gilroy",1956,"AngloSaxon"
"antonio gin hernndez",1972,"Hispanic"
"ashraf shafik gindy",1992,"Arabic"
"viktor gordeyevich ginko",1996,"Slawic"
"yelena valeryevna ginko ryzhova",2004,"Slawic"
