"full_name","origin"
"laurent pichard","French"
"qing meng li","China"
"volkmar preuss","German"
"thomas fallows","AngloSaxon"
"aleksandr pavlovich ustimenko","Slavic"
"benoit frouvelle","French"
"ayose falcon samper","Hispanic"
"manishi sharma","India"
"sergio geraldo vescovi","Hispanic"
"david westlund","Scandinavian"
"lutz gottschlad","German"
"joaquim jorge gomes peixoto","Hispanic"
"igor alexandrovich merkulov","Slavic"
"zhenquan xia","China"
"raghava kethiri","India"
"atreyee dey","India"
"jae ryong son","Korea"
"pekka vaelimaeki","Scandinavian"
"serge lafond","French"
"ugo avagliano","Italian"
"dianne blankenbaker","AngloSaxon"
"hechun chen","China"
"dodaghatta rao","India"
"pentao liu","China"
"michele liuzzi","Italian"
"christopher birnbaum","German"
"venkata ramakrishna","India"
"zhongyuan liu","China"
"christian muehlbach","German"
"jeong dongjin","Korea"
"seetharama acharya","India"
"nuria ocana garcia","Hispanic"
"richard mazoyer","French"
"kyo ree lee","China"
"han wook poongrim apt   cho","Korea"
"terence munday","AngloSaxon"
"tiffany vicks","AngloSaxon"
"franz hildebrandt","German"
"frederic duong","French"
"stefania marcoli","Italian"
"yoon bong shin","Korea"
"karel macek","EastEurope"
"patrick remery","French"
"todd kelly","AngloSaxon"
"vasudha mishra","India"
"xia lei","China"
"liming gong","China"
"igor sostaric","Balkans"
"paolo perico","Italian"
"vittorio zuccotto","Italian"
"william simpson davidson","AngloSaxon"
"marek flak","EastEurope"
" liu","China"
"arnau verdaguer casadevall","Hispanic"
"ferdinando cervieri","Italian"
"ratan arya","India"
"jose anibal trujillo quijano","Hispanic"
"katalin nogradi","AngloSaxon"
"stefano zanotto","Italian"
"kamala prasad das","India"
"klaus kotten","German"
"ralf gruenewald","German"
"heung youl kim","China"
"daniele santos","Hispanic"
"enrique sanchez vilches","Hispanic"
"lizhao ma","China"
"alan kardec do nascimento","Hispanic"
"klaus kunzmann","German"
"enrico campini","Italian"
"ludwig stephan","German"
"jack tzeng","China"
"peter johansen","Scandinavian"
"masahiko  jtekt corporation sakamaki","Japan"
"olivier jamin","French"
"martin haslbeck","German"
"fabio cicognani","Italian"
"olivier maliska","French"
"anders rordam michelsen","Scandinavian"
"agustin saenz fernandez","Hispanic"
"andrea chiarello","Italian"
"emma aneheim","AngloSaxon"
"agnete kirkeby","Scandinavian"
"kenzou kawaguchi","Japan"
"ralf donner","German"
"luca di luzio","Italian"
"jean pierre bre","French"
"houliang wang","China"
"john furstenberg","AngloSaxon"
"sankar sundaram","India"
"andrei cheprakov","Italian"
"scott hulet","AngloSaxon"
"yordanka reyes cruz","Hispanic"
"marta garcia diez","Hispanic"
"herve jouffroy","French"
"morgan rhyman","AngloSaxon"
"josef lindthaler","German"
"george alan crockett","AngloSaxon"
"narayan mangesh","India"
"antonio cistero","Hispanic"
"shigeyoshi watanabe","Japan"
"min seub shim","Korea"
"carlo melchiorre","Italian"
"heeseung yoon","Korea"
"isao  intellectuall property division mihara","Hispanic"
"narayana padmanabha iyer","India"
"ignacio sanpera trigueros","Hispanic"
"antonio santiago regalado","Hispanic"
"william street","AngloSaxon"
"venkateswarlu basyam","India"
"hyuck jin cheong","Korea"
"marc bourget","French"
"gerhard oberholz","German"
"valentin vassilievich titov","Slavic"
"viggo guldmann","Scandinavian"
"norbert petri","German"
"dave zimet","AngloSaxon"
"wenwei ji","Korea"
"andrei krueger","German"
"manfred edlinger","German"
"guillaume pellat","French"
"jin goo ahn","Korea"
"doo gyun kim","SouthEastAsia"
"andreu enrique melendez","Hispanic"
"ken gilroy","AngloSaxon"
"tiziana smithkline beecham farmaceutici crolla","Italian"
"arnd baberg","German"
"sergei vasilievich belayev","Slavic"
"barbara ann wood","AngloSaxon"
"miranda phua","China"
"hirohide abe","Japan"
"raymond hurley","AngloSaxon"
"niels peter emme","German"
"paolo del turco","Italian"
"jean jacques monot","French"
"robert filippini","Italian"
"serge le goic","French"
"hans damman","German"
"jose maravillas montero","Hispanic"
"suk oh","Korea"
"jean francois allier","French"
"hiroshi yashiki","Hispanic"
"manuel de la orden azuaga","Hispanic"
"david perry fouts","AngloSaxon"
"gary blouse","AngloSaxon"
"qiaoqiao xu","China"
"thien troung","SouthEastAsia"
"bhramar bhushan vatsa","India"
"mar fernndez gutirrez","Hispanic"
"rafael bravo","Hispanic"
"elves matiolo","Hispanic"
"jason chiang","China"
"michal klisch","German"
"federico landini","Italian"
"suzanne linehan","AngloSaxon"
"vartan babayan","Slavic"
"johannes flarup","Scandinavian"
"bernd gangnus","German"
"serge ternoir","French"
"gabor kamillo reuter","German"
"fumitaka ozaki","Japan"
"rajesh sarangapani","India"
"peter scott housel","AngloSaxon"
"lizandro maciel chrestenzen","Hispanic"
"tetsuro  matsushita el ind co ltd yamashita","Japan"
"janos boros","EastEurope"
"ram vishnu","India"
"dong gook shin","Korea"
"jose carlos de almeida ribeiro","Hispanic"
"maria elena velasco maso","Hispanic"
"jutta heinz","German"
"hiroyuki osakabe","Japan"
"jaime rodrigo reguera suarez","Hispanic"
"martin koepke","German"
"jonathan ashley cooper","AngloSaxon"
"yuki nishino","Japan"
"junyao zhuang","China"
"antonio teves","Hispanic"
"mauricio vituri","Hispanic"
"stephen thomas kemper","AngloSaxon"
"francisco garcia fernandez","Hispanic"
"lukasz jakub palus","German"
"manish tulaskar","India"
"anthony robert horner","AngloSaxon"
"stephanie anne elisabeth guerlain","French"
"lasse ryden","Scandinavian"
"scott cargill","AngloSaxon"
"gabriele korus","German"
"henrik plate","German"
"anne mcnutt","AngloSaxon"
"jiri dvorak","EastEurope"
"yan feng luo","China"
"chandraveer singh","India"
"paul vizzio","AngloSaxon"
"borje norling","Scandinavian"
"masayuki itai","Japan"
"stephane vandroux","French"
"bodo klopsch","German"
"simon whysall","AngloSaxon"
"konstantin yushchenko","Slavic"
"wenjiang zhao","China"
"oriol canudas","Hispanic"
"yong ming hao","China"
"kornel kovacs","EastEurope"
"xueyuan xie","China"
"manuel campo fuentes","Hispanic"
"antonio gonzalez rodriguez","Hispanic"
"andrea pedrazzoli","Italian"
"fabio gadioli","Hispanic"
"maike meider","German"
"yang qiu","China"
"georg schoenhuber","German"
"suzanne winter","AngloSaxon"
"morten christiansen","Scandinavian"
"kleiton stengel","Hispanic"
"wenhua zhang","China"
"claude deiber","French"
"osvaldo capitanio","Hispanic"
"kelly stonelake","AngloSaxon"
"salvatore pierro","Italian"
"federica arioli","Italian"
"keisuke ebata","Japan"
"james lyster","AngloSaxon"
"giuseppe fusillo","Italian"
"michel miquel","French"
"yanfang wang","China"
"herve peltier","French"
"rakesh adoor","India"
"gerard mondain monval","French"
"dieter dannert","German"
"lloyd mcclendon iii","Philippines"
"timothy pettet","AngloSaxon"
"edward henry dowling","AngloSaxon"
"vijay shivalingappa nimbargi","India"
"gabriel mueller","German"
"andre devoise lambert","French"
"vratislav kuzela","EastEurope"
"eigil moelsgaard","Scandinavian"
"dale damsteegt","AngloSaxon"
"rtm zsef reiter","German"
"tae youl yang","Korea"
"fai angus yeung","China"
"david bruce phillips","AngloSaxon"
"yuji iwaki","Japan"
"xufeng wang","China"
"maite andres alonso","Hispanic"
"mohan ramachandran wani","India"
"bruno tourte","French"
"adam jan zwierzynski","AngloSaxon"
"sima singh","India"
"michael edward braatz","German"
"frederic dean highland","AngloSaxon"
"kwangil kong","Korea"
"patricia ewen","AngloSaxon"
"sachin wadikhaye","India"
"jean clot","French"
"hartmut kaemmer","German"
"su jin yeon","Korea"
"alfred franz hofrichter","German"
"david feny haeck over","AngloSaxon"
"ole hjelstuen","Scandinavian"
"alf svindland","Scandinavian"
"frank gulli","German"
"hans joerg penzel","German"
"sandeep kumar chauhan","India"
"jeffrey meader","AngloSaxon"
"telmo alexandre de alge cadavez","Hispanic"
"ramon ravelo","Hispanic"
"pascal hude","French"
"martin zellweger","German"
"ladan arissian","Persian"
"tatiana suarez cortes","Hispanic"
"xianglin li","China"
"jan gillis ivarsson","Scandinavian"
"alain sobroggio","French"
"nabil lamia","French"
"bala subramanya","India"
"toshihide ito","Japan"
"vidyadhar pinglikar","India"
"carlos francisco","Hispanic"
"deep kumar","India"
"kazuo chadani","Japan"
"xiao gang zhou","China"
"enrique rubio castillo","Hispanic"
"myriam ricaud","French"
"prakash sudhir sane","India"
"jeffrey ocheltree","AngloSaxon"
"jae hack kim","Korea"
"antonio franco","Hispanic"
"dong bang","SouthEastAsia"
"ryo horie","Japan"
"alberto del grosso","Hispanic"
"romain vinet","French"
"miguel angel velasco diez","Hispanic"
"cao shen","SouthEastAsia"
"dario colnaghi","Italian"
"jerzy godek","EastEurope"
"huiyuang liu","China"
"mikel garcia martin","Hispanic"
"nuno jose timoteo vieira","Hispanic"
"geoff willshire","AngloSaxon"
"leon altmark","German"
"alejandro hochkoeppler","Hispanic"
"zsuzsanna moricz garai","AngloSaxon"
"fabrizio samaritani","Italian"
"james robert jackson","AngloSaxon"
"michel amore","French"
"jose antonio jimenez calvo","Hispanic"
"jose elias garza paez","Hispanic"
"kimmo heinavaara","Scandinavian"
"hannu sepponen","Scandinavian"
"jouko leinonen","Scandinavian"
"jesus del val garcia","Hispanic"
"paulo roberto dos santos","Hispanic"
"vagner figueredo de santana","Hispanic"
"theodore dettling","French"
"jostein mardalen","Scandinavian"
"mads hald andersen","Scandinavian"
"gustavo alexandre rodrigues dias","Hispanic"
"charles buenzli jr","Africa"
"james klingensmith","AngloSaxon"
"gennady leonidovich groshev","Slavic"
"chuming chen","China"
"kevin castile","AngloSaxon"
"andrew liebman","AngloSaxon"
"jose rubio galvez","Hispanic"
"hartwig schmale","German"
"james schoenduve","AngloSaxon"
"ruben rangel de hoyos","Hispanic"
"orson wissing","German"
"deepthi gopalakrishna kavalur","India"
"yanhua liu","China"
"valerio faggi","Italian"
"richard pothin","French"
"mark dransfield","AngloSaxon"
"yong nie","SouthEastAsia"
"soo keun shin","Korea"
"richard sears","AngloSaxon"
"vinzenz greger","German"
"hayakawa kyonori","Japan"
"dennis klima","German"
"wei lihui","China"
"tooru okuno","Japan"
"pedro pares montaner","Hispanic"
"jerome mikos","German"
"pablo martin","Hispanic"
"marc edward royer","French"
"katerina knotkova","Greek"
"dimitry terterov","Slavic"
"jordi ferran cases","Hispanic"
"anders storen sandaas","Scandinavian"
"tore ersmark","Scandinavian"
"jeannine rigola","French"
"xabier udaeta san martin","Hispanic"
"zhehui yu","China"
"jongyoon ahn","Korea"
"hiroshi motohashi","Japan"
"junhan lee","China"
"pankaj venkatrao kulkarni","India"
"yangkeun ahn","Korea"
"richard schnuerch","AngloSaxon"
"rmi valero","Hispanic"
"cedric delhomme","French"
"gary thomas seim","AngloSaxon"
"william ewing","AngloSaxon"
"gaetano finocchiaro","Italian"
"yong gang wan","China"
"david gallaher","AngloSaxon"
"tatyana soldatenkova","Slavic"
"volkmar behrend","German"
"joseph saillard","French"
"yunfeng li","China"
"suzuki hiroshi","Japan"
"herbert reed","AngloSaxon"
"monica campas homs","Hispanic"
"angelika salmen","German"
"jin yok ko","Korea"
"elizabeth garcia","Hispanic"
"guiseppe iannaccone","Italian"
"kamil smoron","German"
"yuepeng cai","China"
"uwe mrozek","German"
"jose joaquin paricio azcona","Hispanic"
"ramanathan sankaran","India"
"hiroshi  intellectual property division hatano","Japan"
"jijo varghese","India"
"raveesh juneja","India"
"shripad kulkarni","India"
"osman basaran","Turkey"
"mogens vinzentz jensen","Scandinavian"
"so youn shin","Korea"
"igor vladimirovich nikitin","Slavic"
"gayle spittka","AngloSaxon"
"muruga karuppiah","India"
"magnus hansson","Scandinavian"
"jun kyo francis suh","Korea"
"andreas gallusser","German"
"anna rita blanco","Hispanic"
"lloyd taylor","AngloSaxon"
"paritosh debnath","India"
"thomas mark grill","German"
"yoshitaka  sony corporation ukita","Japan"
"mariana guterres","Hispanic"
"shin ichi nishida","Japan"
"dominique lhotellier","French"
"matteo chigi","Italian"
"klaus doerschel","German"
"james franklin kenney","AngloSaxon"
"emanuele lugara","Italian"
"angelo brunelli albertoni laranjeira","Hispanic"
"olle cederberg","Scandinavian"
"bharath gopalakrishnan","India"
" taneja","India"
"scott small","AngloSaxon"
"stephen cameron","AngloSaxon"
"gullapalli kumaraswamy","India"
"kenji  kk honda gijutsu kenkyusho sakakibara","Japan"
"luigi bellazzi","Italian"
"joaquin franco munoz","Hispanic"
"eduardo alban","Hispanic"
"hans mandel","German"
"dhananjay brahme","India"
"hoki kim","SouthEastAsia"
"verena cardile","Italian"
"guanjun zhang","China"
"janne kekonen","Scandinavian"
"giuseppe aluffo","Italian"
"uday biradar","India"
"kevin lorenzen","German"
"istvan nandor antal","EastEurope"
"zsolt szakonyi","EastEurope"
"jo rgen pedersen","Scandinavian"
"thorsten stapel","German"
"trotter muzard","French"
"yuanyuan xie","China"
"thomas ort","German"
"tommy soderberg","Scandinavian"
"isabelle dusanter fourt","French"
"natalya lazareva","Slavic"
"soeren edmark","German"
"paul lindars","AngloSaxon"
"loic deyra","French"
"wolfgang speck","German"
"hong soek yeon","SouthEastAsia"
"jorg brenner","German"
"jose agustin tejedor ruiz","Hispanic"
"sridharan raghavachari","India"
"ferenc rozsa","EastEurope"
"san chung yuan","China"
"arjuna indraeswaren rajasingham","SouthEastAsia"
"pekka juhani kuusniemi","Scandinavian"
"otavio gomes da fonseca martins","Hispanic"
"frdric laure","French"
"yves brigandat","French"
"jack potts","AngloSaxon"
"guenther prang","German"
"arkady yurevich segal","Jewish"
"kolakaluri jay kumar","India"
"paul christopher donohue","AngloSaxon"
"yuzhao ni","China"
"gerald heck","German"
"raimo siurua","Scandinavian"
"plamen ivanov valtchev","Balkans"
"german ray portoles","Hispanic"
"yolanda whisenton","Hispanic"
"miles galin","Philippines"
"giuseppe pasquero","Italian"
"cristian bernardi","Hispanic"
"hun jun park","Korea"
"mi chong shin","Korea"
"franz raichle","German"
"lewis gazzard","AngloSaxon"
"vinay sheel","India"
"sumeet nesargi","India"
"chad borkgren","AngloSaxon"
"sahana shankar","India"
"william iii tenn","AngloSaxon"
"andrzej stefanski","EastEurope"
"woo shik   kang","Korea"
"vladislav yampolskiy","Slavic"
"paolo stefani","Italian"
"timothy toohey","AngloSaxon"
"mike walgren","AngloSaxon"
"andrea colzi","Italian"
"mitchell benjamin","AngloSaxon"
"mukunda madhab baishya","India"
"shengping wang","China"
"shahrzad tassavori","Persian"
"hongfeng yi","China"
"alessandro mortali","Italian"
"nicolas graffet","French"
"peter haupt","German"
"jiping wang","China"
"yury yuryevich tanashev","Hispanic"
"jorge lopez moreno","Hispanic"
"barbara slawski","AngloSaxon"
"michael shaughnessey","AngloSaxon"
"paulo sergio alves martins","Hispanic"
"nils petter winberg","Scandinavian"
"gary lazar","AngloSaxon"
"jeffrey mattox","AngloSaxon"
"nikolay kosarev","Slavic"
"laure guichard","French"
"andre appriou","French"
"ryosuke  nec corporation uematsu","Japan"
"robert scates","AngloSaxon"
"svend erik thostesen","Scandinavian"
"ramanlal saujanya shah janak","India"
"kinga rakosi","EastEurope"
"john janowiecki","AngloSaxon"
"jun shimoji","Philippines"
"volker olt","German"
"jordi soler","Hispanic"
"thomas lugand","French"
"jianyi zheng","China"
"luc bussac","French"
"krzysztof jerzy skowronek","EastEurope"
"shuyuan shao","China"
"guido cicolini","Italian"
"katja piilila","German"
"melina malinen","Scandinavian"
"sumio hori","Japan"
"markus jandke","German"
"scott nelson mendenhall","AngloSaxon"
"fredrik larsson","Scandinavian"
"mayuresh patil","India"
"kousuke ono pharmaceutical co tani","Japan"
"james hamilton erskine","AngloSaxon"
"otto folkerts","German"
"karin amersham biosciences andersson","Scandinavian"
"kimmo heikki juhana kalliola","Scandinavian"
"tamami takahashi","Japan"
"bruce langson","AngloSaxon"
"tony marshall","AngloSaxon"
"vaclav kuba","EastEurope"
"gurunath hanmanthrao kulkarni","India"
"laurie hardie","AngloSaxon"
"dario foglietta","Italian"
"sueli wendler","Hispanic"
"michael flanigan","AngloSaxon"
"krzysztof walczak","EastEurope"
"peter hedger","AngloSaxon"
"hideki kamataki","Japan"
"huan xu","SouthEastAsia"
"xavier duport","French"
"donald wade","AngloSaxon"
"malur dattatreya swetha","India"
"rogerio almeida martins nunes","Hispanic"
"manju ray","India"
"juan pajares suarez","Hispanic"
"shuichi nakazato","Japan"
"kook tae kim","Korea"
"robson de oliviera pereira","Hispanic"
"fabrice dersy","French"
"francesc vilarrubi","Hispanic"
"omero noferi","Italian"
"soham chakraborty","India"
"shoji ozoe","Japan"
"aleksandr andreevich smotritckii","Slavic"
"sameer kumar patro","India"
"young kyoung oh","Korea"
"marty lee pannell","AngloSaxon"
"evgeniy iosifovich shkolnikov","Slavic"
"ramon sunyer martin","Hispanic"
"yimin zhao","China"
"marco bani","Italian"
"ignacio de benito secades","Hispanic"
"santiago martinez garcia","Hispanic"
"susumu  panasonic corporation intellectual property rights operations company kobayashi","Japan"
"lior dagan","Jewish"
"arcangelo colmayer","Italian"
"gerard dagues","French"
"yannick wattier","French"
"henning rost","German"
"timo kurkijaervi","German"
"jury semyonovich tatarinov","Slavic"
"zdenek kohlert","German"
"chen hua feng","China"
"jean claude ragotin","French"
"manuel romero martinez","Hispanic"
"frederic lacombe","French"
"sadao odajima","Japan"
"luc vigroux","French"
"annamaria esposito","Italian"
"taghi tawakoli","Persian"
"joonghyuk park","Korea"
"qingwei mo","China"
"stephen lighty","AngloSaxon"
"michahel klotz","German"
"carmelo alexis acosta ojeda","Hispanic"
"john sheehan","AngloSaxon"
"van ho","SouthEastAsia"
"may jiang","China"
"siro vittoni","Italian"
"fernando humberto mercenari uribe","Hispanic"
